"PVWatts Hourly PV Performance Data"
"Requested Location","India"
"Solar Resource Data Location","NSRDB Lat/Lng: 28.65, 77.25"
"Latitude (degrees)", 28.65
"Longitude (degrees)", 77.25
"Elevation (m)","0"
"DC System Size (kW)","1"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"10","27","4","0","0","16.008","3","0.2","0","16.008","0","0"
"10","27","5","0","0","15.575","3","0.2","0","0","0","0"
"10","27","6","0","0","15.761","2","0.2","0","0","0","0"
"10","27","7","75","97","18.853","2","0.2","132.209","22.076","110.375","102.501"
"10","27","8","320","190","21.72","2","0.2","407.746","31.673","340.807","324.767"
"10","27","9","496","218","25.223","1","0.2","638.978","44.741","506.137","484.239"
"10","27","10","562","251","29.539","2","0.2","786.642","48.677","609.877","584.303"
"10","27","11","589","269","31.729","2","0.2","853.92","52.492","649.878","622.887"
"10","27","12","607","264","32.55","3","0.2","847.705","49.701","653.901","626.767"
"10","27","13","575","252","32.524","3","0.2","750.089","47.72","586.492","561.747"
"10","27","14","502","226","31.94","3","0.2","583.422","43.785","466.922","446.414"
"10","27","15","377","187","30.725","2","0.2","378.853","39.975","305.864","291.062"
"10","27","16","102","115","27.913","2","0.2","161.503","31.783","122.466","114.163"
"10","27","17","0","1","24.783","2","0.2","0.951","24.802","0","0"
"10","27","18","0","0","23.726","2","0.2","0","23.726","0","0"
"10","27","19","0","0","22.844","2","0.2","0","22.844","0","0"
"10","27","20","0","0","22.026","2","0.2","0","22.026","0","0"
"10","27","21","0","0","21.249","2","0.2","0","21.249","0","0"
"10","27","22","0","0","20.513","2","0.2","0","20.513","0","0"
"10","27","23","0","0","19.805","2","0.2","0","19.805","0","0"
"10","28","0","0","0","19.109","2","0.2","0","19.109","0","0"
"10","28","1","0","0","18.425","3","0.2","0","18.425","0","0"
"10","28","2","0","0","17.751","2","0.2","0","17.751","0","0"
"10","28","3","0","0","17.107","2","0.2","0","17.107","0","0"
"10","28","4","0","0","16.548","2","0.2","0","16.548","0","0"
"10","28","5","0","0","16.068","2","0.2","0","0","0","0"
"10","28","6","0","0","16.237","2","0.2","0","0","0","0"
"10","28","7","72","96","19.428","1","0.2","129.916","23.398","107.786","100.003"
"10","28","8","299","182","22.21","1","0.2","385.564","34.01","318.906","303.642"
"10","28","9","439","233","25.684","1","0.2","608.864","44.278","482.576","461.513"
"10","28","10","522","260","30.049","1","0.2","759.472","53.212","577.432","553.008"
"10","28","11","553","280","32.27","1","0.2","830.915","57.597","618.515","592.635"
"10","28","12","566","278","33.075","1","0.2","824.194","58.209","612.859","587.18"
"10","28","13","569","254","32.986","1","0.2","746.249","55.776","563.943","539.997"
"10","28","14","515","221","32.266","1","0.2","586.154","50.209","456.915","436.761"
"10","28","15","342","199","30.87","1","0.2","375.329","42.357","299.731","285.146"
"10","28","16","81","111","28.132","1","0.2","152.194","32.705","114.849","106.816"
"10","28","17","0","1","25.148","1","0.2","0.951","25.173","0","0"
"10","28","18","0","0","24.09","1","0.2","0","24.09","0","0"
"10","28","19","0","0","23.2","2","0.2","0","23.2","0","0"
"10","28","20","0","0","22.371","2","0.2","0","22.371","0","0"
"10","28","21","0","0","21.583","2","0.2","0","21.583","0","0"
"10","28","22","0","0","20.787","2","0.2","0","20.787","0","0"
"10","28","23","0","0","19.991","2","0.2","0","19.991","0","0"
"10","29","0","0","0","19.183","2","0.2","0","19.183","0","0"
"10","29","1","0","0","18.409","2","0.2","0","18.409","0","0"
"10","29","2","0","0","17.679","2","0.2","0","17.679","0","0"
"10","29","3","0","0","17.059","2","0.2","0","17.059","0","0"
"10","29","4","0","0","16.529","2","0.2","0","16.529","0","0"
"10","29","5","0","0","16.065","2","0.2","0","16.065","0","0"
"10","29","6","0","0","16.186","2","0.2","0","0","0","0"
"10","29","7","68","94","19.165","2","0.2","126.121","22.239","105.006","97.322"
"10","29","8","294","182","22.088","2","0.2","382.184","31.418","319.384","304.104"
"10","29","9","433","233","25.831","2","0.2","603.542","40.533","485.789","464.612"
"10","29","10","518","260","30.258","2","0.2","755.066","48.627","585.429","560.721"
"10","29","11","565","274","32.649","3","0.2","834.776","49.53","643.454","616.69"
"10","29","12","579","271","33.666","3","0.2","827.552","50.409","636.593","610.072"
"10","29","13","579","248","33.728","3","0.2","747.108","48.866","581.746","557.169"
"10","29","14","512","220","33.144","3","0.2","582.305","44.969","464.11","443.701"
"10","29","15","317","201","31.889","3","0.2","365.722","39.313","295.47","281.036"
"10","29","16","90","111","29.061","3","0.2","156.166","32.169","117.664","109.531"
"10","29","17","0","1","25.969","3","0.2","0.951","25.986","0","0"
"10","29","18","0","0","24.859","3","0.2","0","24.859","0","0"
"10","29","19","0","0","23.903","4","0.2","0","23.903","0","0"
"10","29","20","0","0","23.03","4","0.2","0","23.03","0","0"
"10","29","21","0","0","22.19","4","0.2","0","22.19","0","0"
"10","29","22","0","0","21.344","4","0.2","0","21.344","0","0"
"10","29","23","0","0","20.516","4","0.2","0","20.516","0","0"
"10","30","0","0","0","19.721","4","0.2","0","19.721","0","0"
"10","30","1","0","0","18.992","4","0.2","0","18.992","0","0"
"10","30","2","0","0","18.325","4","0.2","0","18.325","0","0"
"10","30","3","0","0","17.727","4","0.2","0","17.727","0","0"
"10","30","4","0","0","17.213","4","0.2","0","17.213","0","0"
"10","30","5","0","0","16.78","4","0.2","0","16.78","0","0"
"10","30","6","0","0","16.829","3","0.2","0","0","0","0"
"10","30","7","76","94","19.321","3","0.2","129.633","21.948","108.146","100.35"
"10","30","8","341","175","22.484","3","0.2","404.108","30.691","339.58","323.584"
"10","30","9","484","217","26.565","2","0.2","626.406","41.83","502.371","480.607"
"10","30","10","551","251","30.758","3","0.2","774.089","46.423","606.165","580.723"
"10","30","11","592","263","32.59","4","0.2","847.174","47.258","659.631","632.294"
"10","30","12","592","265","33.347","4","0.2","831.881","47.755","647.354","620.452"
"10","30","13","556","255","33.227","5","0.2","734.742","44.364","582.8","558.186"
"10","30","14","504","221","32.596","5","0.2","577.212","41.365","466.944","446.434"
"10","30","15","310","199","31.29","5","0.2","360.185","36.76","293.895","279.517"
"10","30","16","84","108","28.777","4","0.2","151.921","31.364","114.481","106.461"
"10","30","17","0","0","25.7","4","0.2","0","0","0","0"
"10","30","18","0","0","24.296","4","0.2","0","24.296","0","0"
"10","30","19","0","0","23.174","4","0.2","0","23.174","0","0"
"10","30","20","0","0","22.172","4","0.2","0","22.172","0","0"
"10","30","21","0","0","21.265","4","0.2","0","21.265","0","0"
"10","30","22","0","0","20.467","3","0.2","0","20.467","0","0"
"10","30","23","0","0","19.742","3","0.2","0","19.742","0","0"
"10","31","0","0","0","19.059","3","0.2","0","19.059","0","0"
"10","31","1","0","0","18.431","3","0.2","0","18.431","0","0"
"10","31","2","0","0","17.814","3","0.2","0","17.814","0","0"
"10","31","3","0","0","17.198","3","0.2","0","17.198","0","0"
"10","31","4","0","0","16.642","2","0.2","0","16.642","0","0"
"10","31","5","0","0","16.163","2","0.2","0","16.163","0","0"
"10","31","6","0","0","16.272","2","0.2","0","0","0","0"
"10","31","7","72","93","19.225","2","0.2","126.907","22.318","105.607","97.902"
"10","31","8","336","174","22.168","1","0.2","399.557","34.402","330.791","315.106"
"10","31","9","479","217","25.992","1","0.2","621.769","44.989","492.278","470.871"
"10","31","10","547","250","30.201","2","0.2","768.545","48.903","595.783","570.709"
"10","31","11","587","264","32.425","2","0.2","842.525","52.916","640.746","614.078"
"10","31","12","586","266","33.289","2","0.2","826.454","53.398","628.16","601.938"
"10","31","13","570","249","33.3","2","0.2","738.836","51.302","569.646","545.497"
"10","31","14","497","221","32.76","2","0.2","571.808","46.723","452.452","432.457"
"10","31","15","355","185","31.566","2","0.2","365.479","40.486","293.845","279.469"
"10","31","16","94","108","28.846","2","0.2","156.226","32.577","116.587","108.492"
"10","31","17","0","0","26.016","2","0.2","0","0","0","0"
"10","31","18","0","0","25.055","2","0.2","0","25.055","0","0"
"10","31","19","0","0","24.274","2","0.2","0","24.274","0","0"
"10","31","20","0","0","23.512","1","0.2","0","23.512","0","0"
"10","31","21","0","0","22.786","1","0.2","0","22.786","0","0"
"10","31","22","0","0","22.065","1","0.2","0","22.065","0","0"
"10","31","23","0","0","21.373","1","0.2","0","21.373","0","0"
"11","1","0","0","0","20.711","1","0.2","0","20.711","0","0"
"11","1","1","0","0","20.025","1","0.2","0","20.025","0","0"
"11","1","2","0","0","19.361","0","0.2","0","19.361","0","0"
"11","1","3","0","0","18.745","0","0.2","0","18.745","0","0"
"11","1","4","0","0","18.192","0","0.2","0","18.192","0","0"
"11","1","5","0","0","18.487","1","0.2","0","18.487","0","0"
"11","1","6","0","0","18.605","1","0.2","0","0","0","0"
"11","1","7","41","87","21.139","0","0.2","102.962","25.352","83.905","76.968"
"11","1","8","207","195","23.991","0","0.2","333.579","37.655","270.363","256.82"
"11","1","9","348","260","28.303","0","0.2","554.889","50.988","426.625","407.544"
"11","1","10","475","277","31.214","0","0.2","732.239","61.118","537.79","514.771"
"11","1","11","503","304","31.948","0","0.2","805.9","64.841","580.876","556.33"
"11","1","12","516","302","32.036","0","0.2","800.244","64.713","578.07","553.623"
"11","1","13","478","281","31.792","0","0.2","696.761","60.281","515.764","493.525"
"11","1","14","388","263","31.232","0","0.2","539.258","53.325","413.503","394.887"
"11","1","15","289","205","30.191","0","0.2","354.374","44.709","279.385","265.522"
"11","1","16","53","100","27.61","0","0.2","135.641","33.057","100.977","93.435"
"11","1","17","0","0","25.963","0","0.2","0","0","0","0"
"11","1","18","0","0","25.196","0","0.2","0","25.196","0","0"
"11","1","19","0","0","24.479","0","0.2","0","24.479","0","0"
"11","1","20","0","0","23.784","0","0.2","0","23.784","0","0"
"11","1","21","0","0","23.117","0","0.2","0","23.117","0","0"
"11","1","22","0","0","22.435","0","0.2","0","22.435","0","0"
"11","1","23","0","0","21.827","0","0.2","0","21.827","0","0"
"11","2","0","0","0","21.242","0","0.2","0","21.242","0","0"
"11","2","1","0","0","20.728","0","0.2","0","20.728","0","0"
"11","2","2","0","0","20.223","0","0.2","0","20.223","0","0"
"11","2","3","0","0","19.767","0","0.2","0","19.767","0","0"
"11","2","4","0","0","19.355","0","0.2","0","19.355","0","0"
"11","2","5","0","0","18.963","0","0.2","0","18.963","0","0"
"11","2","6","0","0","19.012","0","0.2","0","0","0","0"
"11","2","7","53","90","21.005","0","0.2","111.321","25.559","90.894","83.709"
"11","2","8","256","193","23.897","0","0.2","369.372","39.034","298.896","284.342"
"11","2","9","444","230","27.967","0","0.2","606.582","52.783","464.426","444.006"
"11","2","10","517","262","30.78","0","0.2","752.826","61.534","552.527","528.985"
"11","2","11","552","277","31.863","0","0.2","821.867","65.421","591.605","566.679"
"11","2","12","554","278","32.109","1","0.2","808.309","56.765","605.512","580.093"
"11","2","13","524","265","31.902","1","0.2","716.499","53.786","546.351","523.028"
"11","2","14","457","235","31.274","1","0.2","553.576","48.22","434.949","415.573"
"11","2","15","292","203","30.105","1","0.2","353.592","40.922","283.209","269.21"
"11","2","16","75","107","27.261","0","0.2","154.436","33.448","114.433","106.415"
"11","2","17","0","0","25.192","0","0.2","0","0","0","0"
"11","2","18","0","0","25.102","0","0.2","0","25.102","0","0"
"11","2","19","0","0","24.369","0","0.2","0","24.369","0","0"
"11","2","20","0","0","23.622","1","0.2","0","23.622","0","0"
"11","2","21","0","0","22.919","1","0.2","0","22.919","0","0"
"11","2","22","0","0","22.223","1","0.2","0","22.223","0","0"
"11","2","23","0","0","21.569","1","0.2","0","21.569","0","0"
"11","3","0","0","0","20.984","1","0.2","0","20.984","0","0"
"11","3","1","0","0","20.427","0","0.2","0","20.427","0","0"
"11","3","2","0","0","19.937","1","0.2","0","19.937","0","0"
"11","3","3","0","0","19.511","1","0.2","0","19.511","0","0"
"11","3","4","0","0","19.09","1","0.2","0","19.09","0","0"
"11","3","5","0","0","18.733","1","0.2","0","18.733","0","0"
"11","3","6","0","0","18.779","1","0.2","0","0","0","0"
"11","3","7","42","86","21.143","1","0.2","102.456","24.273","83.824","76.891"
"11","3","8","251","192","23.852","1","0.2","364.981","35.021","300.196","285.596"
"11","3","9","419","235","28.509","0","0.2","591.595","52.71","452.846","432.836"
"11","3","10","510","259","30.972","0","0.2","742.588","61.31","545.66","522.362"
"11","3","11","545","275","32.294","0","0.2","812.306","65.463","584.74","560.057"
"11","3","12","547","276","32.865","1","0.2","798.968","57.237","597.425","572.293"
"11","3","13","517","262","32.833","1","0.2","706.923","54.426","537.665","514.65"
"11","3","14","450","233","32.062","1","0.2","546.312","48.786","428.214","409.077"
"11","3","15","333","182","30.825","1","0.2","351.656","41.584","280.906","266.989"
"11","3","16","70","105","28.704","1","0.2","152.119","33.25","112.348","104.404"
"11","3","17","0","0","26.525","1","0.2","0","0","0","0"
"11","3","18","0","0","25.639","1","0.2","0","25.639","0","0"
"11","3","19","0","0","24.826","1","0.2","0","24.826","0","0"
"11","3","20","0","0","24.029","1","0.2","0","24.029","0","0"
"11","3","21","0","0","23.266","1","0.2","0","23.266","0","0"
"11","3","22","0","0","22.527","2","0.2","0","22.527","0","0"
"11","3","23","0","0","21.795","2","0.2","0","21.795","0","0"
"11","4","0","0","0","21.1","2","0.2","0","21.1","0","0"
"11","4","1","0","0","20.469","2","0.2","0","20.469","0","0"
"11","4","2","0","0","19.886","2","0.2","0","19.886","0","0"
"11","4","3","0","0","19.309","2","0.2","0","19.309","0","0"
"11","4","4","0","0","18.81","2","0.2","0","18.81","0","0"
"11","4","5","0","0","18.342","2","0.2","0","18.342","0","0"
"11","4","6","0","0","18.303","2","0.2","0","0","0","0"
"11","4","7","32","81","20.657","1","0.2","92.989","23.498","76.023","69.366"
"11","4","8","179","189","23.261","1","0.2","309.287","32.722","255.258","242.25"
"11","4","9","305","261","27.047","1","0.2","521.251","42.96","414.1","395.464"
"11","4","10","403","294","30.747","1","0.2","674.83","51.325","516.748","494.474"
"11","4","11","487","298","32.129","2","0.2","782.251","51.15","599.012","573.823"
"11","4","12","550","288","32.568","2","0.2","813.204","52.354","620.936","594.97"
"11","4","13","529","266","32.399","2","0.2","719.782","49.936","558.214","534.471"
"11","4","14","459","233","31.542","2","0.2","551.682","45.014","439.55","420.011"
"11","4","15","286","201","30.184","2","0.2","348.908","38.696","281.837","267.887"
"11","4","16","55","100","27.811","2","0.2","142.189","31.198","105.462","97.762"
"11","4","17","0","0","25.209","2","0.2","0","0","0","0"
"11","4","18","0","0","24.272","2","0.2","0","24.272","0","0"
"11","4","19","0","0","23.471","2","0.2","0","23.471","0","0"
"11","4","20","0","0","22.746","2","0.2","0","22.746","0","0"
"11","4","21","0","0","22.119","2","0.2","0","22.119","0","0"
"11","4","22","0","0","21.489","2","0.2","0","21.489","0","0"
"11","4","23","0","0","20.916","2","0.2","0","20.916","0","0"
"11","5","0","0","0","20.299","2","0.2","0","20.299","0","0"
"11","5","1","0","0","19.73","2","0.2","0","19.73","0","0"
"11","5","2","0","0","19.186","2","0.2","0","19.186","0","0"
"11","5","3","0","0","18.654","2","0.2","0","18.654","0","0"
"11","5","4","0","0","18.161","2","0.2","0","18.161","0","0"
"11","5","5","0","0","17.72","2","0.2","0","17.72","0","0"
"11","5","6","0","0","17.661","2","0.2","0","0","0","0"
"11","5","7","44","84","20.113","2","0.2","101.297","22.581","83.386","76.468"
"11","5","8","241","189","22.893","1","0.2","355.122","33.762","293.468","279.105"
"11","5","9","425","231","26.615","1","0.2","590.78","44.666","468.18","447.627"
"11","5","10","513","261","30.776","2","0.2","745.529","48.92","578.211","553.759"
"11","5","11","559","277","32.329","2","0.2","825.228","52.403","629.391","603.126"
"11","5","12","561","278","32.793","3","0.2","811.537","49.217","628.265","602.04"
"11","5","13","527","265","32.696","3","0.2","716.297","47.213","562.012","538.134"
"11","5","14","457","233","31.905","3","0.2","549.9","43.073","441.734","422.118"
"11","5","15","284","199","30.567","3","0.2","345.861","37.585","280.54","266.635"
"11","5","16","62","101","28.165","3","0.2","147.855","31.089","109.113","101.283"
"11","5","17","0","0","25.476","2","0.2","0","0","0","0"
"11","5","18","0","0","24.491","2","0.2","0","24.491","0","0"
"11","5","19","0","0","23.66","2","0.2","0","23.66","0","0"
"11","5","20","0","0","22.946","2","0.2","0","22.946","0","0"
"11","5","21","0","0","22.337","2","0.2","0","22.337","0","0"
"11","5","22","0","0","21.743","1","0.2","0","21.743","0","0"
"11","5","23","0","0","21.189","2","0.2","0","21.189","0","0"
"11","6","0","0","0","20.624","2","0.2","0","20.624","0","0"
"11","6","1","0","0","20.112","2","0.2","0","20.112","0","0"
"11","6","2","0","0","19.582","1","0.2","0","19.582","0","0"
"11","6","3","0","0","19.07","1","0.2","0","19.07","0","0"
"11","6","4","0","0","18.574","1","0.2","0","18.574","0","0"
"11","6","5","0","0","18.056","1","0.2","0","18.056","0","0"
"11","6","6","0","0","17.963","1","0.2","0","0","0","0"
"11","6","7","41","81","20.395","0","0.2","96.896","24.358","79.003","72.241"
"11","6","8","211","187","23.11","0","0.2","326.8","36.502","266.382","252.979"
"11","6","9","356","250","26.886","0","0.2","548.118","49.305","425.072","406.046"
"11","6","10","480","268","30.958","0","0.2","723.083","60.5","533.262","510.403"
"11","6","11","533","283","32.847","0","0.2","806.774","65.793","580.109","555.59"
"11","6","12","548","280","33.416","1","0.2","801.12","57.858","597.772","572.627"
"11","6","13","523","263","33.265","1","0.2","710.213","54.963","539.33","516.256"
"11","6","14","454","232","32.402","1","0.2","546.402","49.132","427.97","408.842"
"11","6","15","281","199","30.986","1","0.2","344.759","41.53","274.989","261.281"
"11","6","16","58","99","28.564","1","0.2","145.672","32.9","106.032","98.311"
"11","6","17","0","0","26.198","2","0.2","0","0","0","0"
"11","6","18","0","0","25.327","2","0.2","0","25.327","0","0"
"11","6","19","0","0","24.543","2","0.2","0","24.543","0","0"
"11","6","20","0","0","23.807","1","0.2","0","23.807","0","0"
"11","6","21","0","0","23.137","1","0.2","0","23.137","0","0"
"11","6","22","0","0","22.49","1","0.2","0","22.49","0","0"
"11","6","23","0","0","21.855","1","0.2","0","21.855","0","0"
"11","7","0","0","0","21.252","1","0.2","0","21.252","0","0"
"11","7","1","0","0","20.652","1","0.2","0","20.652","0","0"
"11","7","2","0","0","20.047","1","0.2","0","20.047","0","0"
"11","7","3","0","0","19.454","0","0.2","0","19.454","0","0"
"11","7","4","0","0","18.912","0","0.2","0","18.912","0","0"
"11","7","5","0","0","18.471","0","0.2","0","18.471","0","0"
"11","7","6","0","0","18.441","0","0.2","0","0","0","0"
"11","7","7","3","62","20.38","0","0.2","59.218","22.803","47.642","41.991"
"11","7","8","245","186","23.41","0","0.2","353.935","37.918","287.715","273.556"
"11","7","9","334","247","27.005","0","0.2","527.353","48.574","409.963","391.473"
"11","7","10","473","275","30.656","0","0.2","723.447","60.213","534.2","511.307"
"11","7","11","544","273","32.485","1","0.2","805.263","57.047","602.317","577.011"
"11","7","12","197","362","33.111","1","0.2","559.157","50.135","427.161","408.061"
"11","7","13","514","260","33.108","1","0.2","699.162","54.47","532.141","509.321"
"11","7","14","399","249","32.52","1","0.2","529.112","48.715","414.496","395.846"
"11","7","15","184","204","31.309","1","0.2","307.263","40.704","244.929","232.287"
"11","7","16","0","54","28.209","0","0.2","57.36","30.502","40.896","35.483"
"11","7","17","0","0","26.88","0","0.2","0","0","0","0"
"11","7","18","0","0","26.124","0","0.2","0","26.124","0","0"
"11","7","19","0","0","25.483","0","0.2","0","25.483","0","0"
"11","7","20","0","0","24.944","0","0.2","0","24.944","0","0"
"11","7","21","0","0","24.323","1","0.2","0","24.323","0","0"
"11","7","22","0","0","23.579","1","0.2","0","23.579","0","0"
"11","7","23","0","0","22.871","1","0.2","0","22.871","0","0"
"11","8","0","0","0","22.23","1","0.2","0","22.23","0","0"
"11","8","1","0","0","21.693","0","0.2","0","21.693","0","0"
"11","8","2","0","0","21.192","0","0.2","0","21.192","0","0"
"11","8","3","0","0","20.799","0","0.2","0","20.799","0","0"
"11","8","4","0","0","20.441","1","0.2","0","20.441","0","0"
"11","8","5","0","0","20.063","1","0.2","0","20.063","0","0"
"11","8","6","0","0","19.926","1","0.2","0","0","0","0"
"11","8","7","40","77","21.909","1","0.2","92.322","24.729","74.956","68.336"
"11","8","8","228","184","24.358","1","0.2","341.056","34.798","280.499","266.596"
"11","8","9","393","234","28.299","0","0.2","558.202","51.139","430.298","411.087"
"11","8","10","488","263","32","0","0.2","723.059","61.546","531.125","508.341"
"11","8","11","541","272","33.54","0","0.2","800.474","66.236","574.87","550.536"
"11","8","12","543","273","33.555","0","0.2","787.455","65.732","567.64","543.563"
"11","8","13","511","259","32.828","1","0.2","694.969","54.063","529.977","507.234"
"11","8","14","441","229","30.908","1","0.2","533.884","47.256","421.489","402.591"
"11","8","15","320","176","29.756","1","0.2","338.865","40.12","271.736","258.144"
"11","8","16","51","94","27.834","1","0.2","139.462","31.968","100.395","92.874"
"11","8","17","0","0","26.496","1","0.2","0","0","0","0"
"11","8","18","0","0","25.809","1","0.2","0","25.809","0","0"
"11","8","19","0","0","25.123","0","0.2","0","25.123","0","0"
"11","8","20","0","0","24.437","0","0.2","0","24.437","0","0"
"11","8","21","0","0","23.717","0","0.2","0","23.717","0","0"
"11","8","22","0","0","22.989","0","0.2","0","22.989","0","0"
"11","8","23","0","0","22.308","0","0.2","0","22.308","0","0"
"11","9","0","0","0","21.63","0","0.2","0","21.63","0","0"
"11","9","1","0","0","21.001","0","0.2","0","21.001","0","0"
"11","9","2","0","0","20.394","1","0.2","0","20.394","0","0"
"11","9","3","0","0","19.826","1","0.2","0","19.826","0","0"
"11","9","4","0","0","19.333","1","0.2","0","19.333","0","0"
"11","9","5","0","0","18.857","1","0.2","0","18.857","0","0"
"11","9","6","0","0","18.741","1","0.2","0","0","0","0"
"11","9","7","44","77","21.039","0","0.2","94.028","24.884","76.312","69.644"
"11","9","8","225","183","23.812","0","0.2","337.926","37.663","274.646","260.951"
"11","9","9","393","236","28.503","1","0.2","559.802","45.61","441.851","422.231"
"11","9","10","502","255","30.914","0","0.2","725.884","60.581","535.822","512.872"
"11","9","11","538","271","31.96","0","0.2","795.698","64.463","576.177","551.797"
"11","9","12","540","272","32.396","0","0.2","782.831","64.386","567.88","543.794"
"11","9","13","510","259","32.244","0","0.2","693.415","60.617","513.928","491.754"
"11","9","14","404","240","31.671","0","0.2","521.841","53.066","401.428","383.241"
"11","9","15","320","176","30.44","0","0.2","338.887","44.318","266.899","253.478"
"11","9","16","48","92","27.078","0","0.2","137.291","32.515","97.76","90.332"
"11","9","17","0","0","25.776","0","0.2","0","0","0","0"
"11","9","18","0","0","25.258","1","0.2","0","25.258","0","0"
"11","9","19","0","0","24.464","1","0.2","0","24.464","0","0"
"11","9","20","0","0","23.662","2","0.2","0","23.662","0","0"
"11","9","21","0","0","22.855","2","0.2","0","22.855","0","0"
"11","9","22","0","0","22.069","2","0.2","0","22.069","0","0"
"11","9","23","0","0","21.35","2","0.2","0","21.35","0","0"
"11","10","0","0","0","20.726","2","0.2","0","20.726","0","0"
"11","10","1","0","0","20.176","2","0.2","0","20.176","0","0"
"11","10","2","0","0","19.636","2","0.2","0","19.636","0","0"
"11","10","3","0","0","19.124","2","0.2","0","19.124","0","0"
"11","10","4","0","0","18.645","2","0.2","0","18.645","0","0"
"11","10","5","0","0","18.193","1","0.2","0","18.193","0","0"
"11","10","6","0","0","18.063","1","0.2","0","0","0","0"
"11","10","7","34","72","20.26","1","0.2","84.609","22.843","68.961","62.554"
"11","10","8","221","181","23.679","0","0.2","333.084","37.332","271.021","257.454"
"11","10","9","385","233","27.624","1","0.2","549.782","44.425","436.07","416.655"
"11","10","10","492","252","29.233","1","0.2","713.108","50.998","548.816","525.406"
"11","10","11","528","268","29.791","0","0.2","782.487","61.756","573.642","549.352"
"11","10","12","532","270","29.955","0","0.2","772.793","61.536","567.907","543.82"
"11","10","13","502","256","30.024","0","0.2","683.271","57.984","512.398","490.278"
"11","10","14","434","227","29.57","0","0.2","526.459","51.16","408.821","390.371"
"11","10","15","314","174","28.739","0","0.2","333.978","42.415","264.996","251.642"
"11","10","16","39","87","25.916","0","0.2","127.866","30.969","90.705","83.528"
"11","10","17","0","0","24.79","0","0.2","0","0","0","0"
"11","10","18","0","0","24.153","0","0.2","0","24.153","0","0"
"11","10","19","0","0","23.535","0","0.2","0","23.535","0","0"
"11","10","20","0","0","22.967","1","0.2","0","22.967","0","0"
"11","10","21","0","0","22.414","1","0.2","0","22.414","0","0"
"11","10","22","0","0","21.877","1","0.2","0","21.877","0","0"
"11","10","23","0","0","21.319","1","0.2","0","21.319","0","0"
"11","11","0","0","0","20.766","1","0.2","0","20.766","0","0"
"11","11","1","0","0","20.224","1","0.2","0","20.224","0","0"
"11","11","2","0","0","19.684","1","0.2","0","19.684","0","0"
"11","11","3","0","0","19.165","1","0.2","0","19.165","0","0"
"11","11","4","0","0","18.7","1","0.2","0","18.7","0","0"
"11","11","5","0","0","18.28","0","0.2","0","18.28","0","0"
"11","11","6","0","0","18.173","0","0.2","0","0","0","0"
"11","11","7","30","71","20.323","0","0.2","81.946","23.674","66.451","60.133"
"11","11","8","288","162","23.604","0","0.2","352.847","38.078","287.434","273.286"
"11","11","9","418","220","27.928","0","0.2","569.564","51.242","439.552","420.013"
"11","11","10","495","253","30.129","0","0.2","715.846","59.388","531.405","508.612"
"11","11","11","291","355","31.403","0","0.2","652.167","58.006","483.201","462.116"
"11","11","12","535","270","31.983","0","0.2","774.527","63.637","563.99","540.042"
"11","11","13","504","257","31.718","0","0.2","685.162","59.757","509.926","487.894"
"11","11","14","435","227","30.578","0","0.2","526.77","52.182","407.346","388.948"
"11","11","15","314","174","29.19","1","0.2","334.039","39.404","268.362","254.889"
"11","11","16","13","75","27.544","1","0.2","93.419","30.312","66.405","60.089"
"11","11","17","0","0","25.686","1","0.2","0","25.686","0","0"
"11","11","18","0","0","24.849","1","0.2","0","24.849","0","0"
"11","11","19","0","0","24.173","1","0.2","0","24.173","0","0"
"11","11","20","0","0","23.592","1","0.2","0","23.592","0","0"
"11","11","21","0","0","23.018","1","0.2","0","23.018","0","0"
"11","11","22","0","0","22.394","1","0.2","0","22.394","0","0"
"11","11","23","0","0","21.755","1","0.2","0","21.755","0","0"
"11","12","0","0","0","21.15","1","0.2","0","21.15","0","0"
"11","12","1","0","0","20.619","1","0.2","0","20.619","0","0"
"11","12","2","0","0","20.149","1","0.2","0","20.149","0","0"
"11","12","3","0","0","19.802","1","0.2","0","19.802","0","0"
"11","12","4","0","0","19.558","1","0.2","0","19.558","0","0"
"11","12","5","0","0","19.237","1","0.2","0","19.237","0","0"
"11","12","6","0","0","19.152","0","0.2","0","0","0","0"
"11","12","7","28","68","20.884","0","0.2","77.987","24.072","62.977","56.782"
"11","12","8","197","184","22.823","0","0.2","314.086","35.697","256.816","243.752"
"11","12","9","47","226","26.736","0","0.2","264.502","37.53","209.966","198.563"
"11","12","10","346","310","30.519","0","0.2","638.389","56.59","477.871","456.974"
"11","12","11","439","306","32.033","0","0.2","731.086","61.886","534.863","511.947"
